x,y
7.263706133395922748e+00,1.133254410329331563e+01
6.041597050789279777e+00,1.017899154148588536e+01
5.889025181020737243e+00,1.143191497049709682e+01
9.578548818475201898e+00,1.319977103510955807e+01
2.863451101292639134e+00,8.046002520125721702e+00
5.043426679991092954e+00,1.022269443967061520e+01
8.268541845336320861e+00,1.213858888030747352e+01
9.517688675591218228e+00,1.372800482903130792e+01
8.208433416950168038e+00,1.429634561707838181e+01
7.925026391215939103e-01,5.483418632123061798e+00
1.288337973243156576e+00,5.532761350806586265e+00
8.766409513240285278e+00,1.449547168742087955e+01
5.892828954138881414e+00,1.096935737477112838e+01
6.143075591301221383e-01,5.056383101937402813e+00
-8.008888172960910712e-01,5.938011388637046473e+00
9.807276425030829969e+00,1.382055066210337024e+01
2.620929030273672744e+00,6.491248183367687830e+00
-1.234127311198142340e+00,5.197340947214218687e+00
4.284521956746756288e+00,9.966988229262549126e+00
4.188417666411629270e+00,8.387903900625316211e+00
4.233070012495414147e+00,8.072832726893645727e+00
5.595540841435883372e+00,8.790773820553333451e+00
3.766960645597678070e+00,9.198115966100713692e+00
2.235407664699194275e+00,6.712451115040634519e+00
4.883494786635270479e+00,9.756455800158907010e+00
4.837682494275061806e+00,9.503840040646835519e+00
9.303498160961147789e+00,1.487454456046456031e+01
1.482555175075652487e+00,8.314833111364038132e+00
-1.208476944406806641e+00,5.020422406807329097e+00
9.180858881626118517e+00,1.453282802223870362e+01
8.167232180964443700e+00,1.159378854594409702e+01
1.270988737440563066e+00,6.596998253256552758e+00
1.825940268778045494e+00,7.164501904244011676e+00
1.630164456787899785e-01,5.424690997832311012e+00
6.503513739349234157e+00,1.092401935077026032e+01
5.611807319223926172e+00,9.797295461021311880e+00
3.118233426643233663e+00,8.475138698525331193e+00
5.993777875198111893e+00,1.118785083142396175e+01
7.667338584409483460e+00,1.243741895460930991e+01
7.266988533074690615e+00,1.293243532832842213e+01
4.307025803542762432e+00,7.576439342474454719e+00
3.148371645440044997e+00,7.068653495142727117e+00
7.732733955932332037e+00,1.225733118028353275e+01
3.724941557159343386e+00,8.350264886368291783e+00
3.617574905703912158e+00,8.972036173512053736e+00
7.045041734687438328e-01,5.501749412169080422e+00
1.385326272534405545e+00,7.108707101454863064e+00
3.976118154520120740e+00,1.030496162881948763e+01
6.099171223945579756e-01,6.123709960665655316e+00
5.703130933995001151e+00,1.088871780256416955e+01
3.860215139902345882e+00,8.075433538987873305e+00
3.333205310432213242e+00,7.423170974838910752e+00
7.241681244738391587e-01,6.420645403581270116e+00
1.148949874014608241e+00,6.425433624079499140e+00
2.913252094623095534e-01,6.050279076706655879e+00
3.779281925979120160e+00,7.370993464873903278e+00
3.601385529324474533e-01,6.900745992959711472e+00
8.202524095191817466e+00,1.256269480342869116e+01
3.038361329227978302e+00,7.861205919201617931e+00
7.150286840768969476e+00,1.204945404795956776e+01
2.313389588829153354e+00,7.107791153831570341e+00
2.782822090176478191e+00,5.583064981004914884e+00
3.597016762600689699e+00,8.364477992308222198e+00
6.394015942920710849e+00,1.070017437282623618e+01
8.882434049518755259e+00,1.444335658667638178e+01
7.739794003173583015e+00,1.402944827494331292e+01
8.552683344479362404e+00,1.424489104262807437e+01
8.693871184283080922e+00,1.406287470700170772e+01
7.779958000028441845e+00,1.332277642003474583e+01
8.737924200440826183e+00,1.406301960174528176e+01
6.875883320078943761e+00,1.203813283720450045e+01
7.532675600600080124e+00,1.369418059153592893e+01
2.213390720623199748e+00,8.483124703185662696e+00
2.082156933876115890e+00,7.052312263485927879e+00
5.503065720933926208e+00,1.042577205812092167e+01
7.801756559684195125e+00,1.140219132159056592e+01
1.014882248506032703e+01,1.496727451417999966e+01
8.181520235148205700e+00,1.421691815890452482e+01
8.157781470189418016e+00,1.373133426180146799e+01
4.681579644716022948e+00,9.968130584401547978e+00
8.431007657236740727e+00,1.303654747706447203e+01
6.773957780556409958e+00,1.201933078062165805e+01
6.518613529511092075e+00,1.259886430814149350e+01
1.239015240202772539e+00,7.076235455436293620e+00
1.626090144417051020e+00,7.038798773633904382e+00
5.881110098161664190e+00,1.044778719900013186e+01
4.139972523606866295e-01,5.837289782914659497e+00
8.258653615435711970e+00,1.264320804933374731e+01
7.830558123633024614e+00,1.263170901487769626e+01
7.393717415453746611e-01,5.669590120765097829e+00
5.609145164223915181e+00,1.080926430475223832e+01
4.187333086874064136e+00,8.752953669484197619e+00
7.243080526788551188e-01,6.201488392165943608e+00
5.147984806223915299e+00,1.093312553061386261e+01
7.388433518284777790e+00,1.421818090350725150e+01
8.397210679195978855e+00,1.405896140412785478e+01
2.408292125910227011e+00,8.113759995737348518e+00
2.067611702446105149e+00,8.761308175561431710e+00
3.520573964220099938e+00,7.613667812729642215e+00
1.061340622563278302e+01,1.461232982128521307e+01
4.359122112057002063e+00,1.072558401364792857e+01
5.484247263532733285e+00,1.050508215217430319e+01
4.896712751146324649e+00,9.221113492533255851e+00
2.013000291952919518e+00,5.630403171695518516e+00
7.513045424297920327e+00,1.208539448401969807e+01
6.143043588844077085e+00,1.215062902844071679e+01
9.083892532947405840e+00,1.331972502999057895e+01
9.009077134189963587e+00,1.392018290969110517e+01
8.348787781262787533e+00,1.378535605570360190e+01
3.911909388045106795e+00,8.898919481739515192e+00
1.035495694150611357e+01,1.498608138167610626e+01
2.037137821781785263e+00,8.306474287610635443e+00
6.519252900115091620e+00,1.148976385824480140e+01
7.328719176705408067e+00,1.266344877894424847e+01
1.494969330097087656e+00,6.322241858659140235e+00
9.616555436471610818e+00,1.478681617376081903e+01
9.755130939433112047e+00,1.411627783201229036e+01
7.990582114420209159e+00,1.237311086381779646e+01
1.021245654634554789e+01,1.493810918541997879e+01
6.242093657584197430e+00,1.030190985052638553e+01
5.918807668259127297e+00,1.195572314477470499e+01
1.679213522536988190e+00,5.820601261704076101e+00
4.685883401451591546e+00,9.056106647006071597e+00
7.841800314042762565e+00,1.226183432358955727e+01
4.288600078672001992e+00,9.458308010352386219e+00
2.266981909876669032e+00,6.838656989311278522e+00
6.636324001849082777e+00,1.138135916370350920e+01
1.569345987247486640e+00,7.465964727701923209e+00
4.285963667735790406e-01,5.773462300944074421e+00
8.733130733804378210e+00,1.461367630788208416e+01
4.282417638724830056e+00,8.686175711655975462e+00
3.604990186631684246e+00,8.022597601890076646e+00
5.783854560719479565e+00,1.021433129745148705e+01
7.707081531339198932e+00,1.389289775702657614e+01
9.072317083179974873e+00,1.287563110415722534e+01
2.886896392563308211e+00,8.453924061737403406e+00
-2.837995570512910071e-01,7.046893582808067436e+00
3.152152006475762658e+00,7.815644402180604189e+00
1.050408955262560085e+01,1.372313211123840482e+01
7.004471684396467168e+00,1.150583616789376151e+01
2.188300862045061024e+00,7.544769804747786246e+00
8.399587863299039725e+00,1.168953989784513325e+01
5.181527361232795670e+00,1.113349356632398468e+01
3.140320163297101619e+00,9.630880991708316685e+00
7.038445785086929973e+00,1.221379837013943082e+01
8.698340673096348397e+00,1.312144117133054877e+01
8.304586726677031905e+00,1.442524683344826641e+01
2.813494478353681494e+00,7.660185419887214131e+00
3.282980159902189499e+00,1.023236622766552628e+01
2.364749557705581040e+00,8.118342984402154627e+00
3.189315538163227881e+00,8.805862936232982108e+00
2.548688774872270635e+00,6.746936625123035824e+00
8.797044736782927643e+00,1.464418237792256861e+01
2.164988231393225604e+00,7.454692811743633740e+00
3.346089991587733792e+00,9.709309988643607170e+00
7.562082954349266473e+00,1.152945982312759199e+01
6.528756361867428915e+00,1.255345878449775654e+01
1.297709791605355267e+00,6.778170806715514196e+00
6.525110353410323860e+00,1.192171834508110706e+01
2.944233917494134545e+00,9.455494076322988661e+00
4.507985256403465257e+00,1.015216364719091224e+01
7.557064150046521434e+00,1.398772657940585162e+01
7.871251489011460656e+00,1.334665862222382238e+01
2.417318054925589266e+00,7.477941392527489128e+00
8.064389160556029168e+00,1.114451180041383438e+01
7.661570972046709560e-01,7.507972333289475664e+00
1.881901344283338107e+00,7.256715846177977269e+00
6.653589264194266661e+00,1.145871048529949654e+01
6.698994081752603691e+00,1.309363598404277340e+01
9.546201158682425358e+00,1.393000642588692095e+01
3.120274112759263918e+00,7.729474648075821186e+00
1.447911727252960912e+00,5.708429995225079878e+00
5.220054427535549380e+00,1.152578531574951448e+01
5.600974793145056196e+00,1.013811492633732136e+01
1.845087318791829301e-01,6.364053884874556033e+00
9.649336377774368145e+00,1.344463917914163176e+01
3.962200549742452615e+00,8.615038937696848365e+00
1.872934484881257466e+00,6.121882617711161600e+00
1.700488032850497433e+00,7.271265855453772353e+00
1.549531002963650206e+00,6.028482092349340071e+00
5.320025572931243119e+00,1.105111776541098934e+01
1.919321073621055085e+00,8.383429704570382057e+00
9.296413285846298891e+00,1.366574413098529917e+01
2.575140425706869074e+00,7.241522132211681395e+00
8.918164866361215637e-01,7.613242405411345004e+00
4.877625976920318962e+00,1.061615168539588083e+01
2.000923698763453551e+00,7.791971782167152583e+00
1.380554174807590462e+00,7.736977765793904283e+00
6.737651714437791206e-01,5.015203575506371081e+00
3.921016464274725610e+00,8.207396061454309333e+00
-5.979241308497129648e-01,5.227999245343553092e+00
7.958326557604656237e+00,1.322836718321461902e+01
5.957948100311086570e+00,1.152819953165818667e+01
5.563933870045423724e+00,9.800967796326091275e+00
8.824941657149059537e+00,1.332023560684492836e+01
3.253661751944275871e+00,8.334963840789438194e+00
9.376277590569191744e+00,1.406845440472985409e+01
1.701890240710941526e+00,6.067341035354717249e+00
2.740896480441545435e+00,7.830529588667354268e+00
3.360549704392406412e+00,9.087154753879087110e+00
2.169768016076026207e+00,6.424048716594238151e+00
2.153180888171418950e+00,6.596222100982876313e+00
1.120692717269352912e+01,1.492440529785966241e+01
-1.497530779387336475e+00,5.800210660911285565e+00
5.840641606298341060e+00,1.095548607131075691e+01
2.703162389302440793e+00,8.679620756259172509e+00
9.873285546600154561e+00,1.444561263460605360e+01
6.263411552900645773e+00,1.264008668525969981e+01
9.903979760864002557e+00,1.476153447987851663e+01
9.498146357608924006e+00,1.431565926207031758e+01
2.085467041507830244e-01,5.690498579435050885e+00
1.119661713435526229e+00,5.341236285738661493e+00
4.630572888816114840e+00,1.127362734294666247e+01
2.836482260330483562e+00,8.326690384390392552e+00
7.045286654036728713e+00,1.291237374514629899e+01
9.331432748006527333e+00,1.338440858347760276e+01
4.233931329338383343e+00,9.645446049219913220e+00
1.653338445961874292e+00,7.457775308369798850e+00
3.534471438477911232e+00,8.723248110442868963e+00
2.197284601109461555e+00,7.812164910860430744e+00
2.679415103266679754e+00,6.788977591381723187e+00
6.347688491547160083e+00,1.013833493353943105e+01
4.379824488151459860e+00,1.184055386144145139e+01
6.097277567541606658e+00,1.213192703595605693e+01
2.561237657600416551e+00,6.466434155502640557e+00
5.803043164190460956e+00,1.015372169969798044e+01
7.943018686212733215e+00,1.295518056052018707e+01
7.585272274432930395e+00,1.111135519764209789e+01
7.870383891811785659e+00,1.213844158673129670e+01
2.602048506354745605e+00,7.742858849125703102e+00
5.823750340779871859e-01,5.979425816585020037e+00
2.816660891041991910e+00,9.689346017973656799e+00
2.530335679131758830e+00,6.833393558056472195e+00
1.162405980233788494e+00,5.193477202253983904e+00
3.220730054299520972e+00,7.296133584186047294e+00
1.664459181508295860e+00,5.563959764807812292e+00
3.830387649055055466e+00,9.405098442905767797e+00
1.915135283556702372e+00,7.229631762540216222e+00
9.320100372458405280e-01,5.187080896399240082e+00
7.048285813229469454e+00,1.279222709500122868e+01
3.163502586846086650e+00,8.624037464025297695e+00
7.821453940206273714e+00,1.069524978027112283e+01
4.872580418771205402e+00,7.271469051416734608e+00
4.579584476164689555e+00,9.280418520673041627e+00
6.364471287807242916e+00,1.208145038439195318e+01
8.575986463956661865e+00,1.393771787423590425e+01
3.346347072460939209e+00,9.402777357979861250e+00
9.254548626549352619e+00,1.462394742464382880e+01
1.470542536662052147e+00,7.427438202314963434e+00
4.891511934905614645e+00,1.067712954382710500e+01
1.092853724355182443e+01,1.494809887443992658e+01
8.059033233552142406e+00,1.408944683935924758e+01
2.887481863807202842e+00,8.125025762078264435e+00
3.566653869778754427e+00,7.444071631353325280e+00
2.170393752879906657e+00,6.303800730987576983e+00
1.070874415921945877e+00,7.753229601760899925e+00
8.790415858319212461e+00,1.323585452223331949e+01
2.468754599549395135e+00,9.766354004882543904e+00
9.733007534626251456e+00,1.391978499501196431e+01
4.375490864539639091e+00,1.166280032117871457e+01
1.619078139192945631e+00,7.485283948574429580e+00
4.735657860377124884e-01,6.793234383179699520e+00
7.515192386778837275e+00,1.220719446113147910e+01
9.754415933294348307e+00,1.454791678531495336e+01
4.747407964419582127e-01,5.914317760480146902e+00
3.299771201793050501e+00,8.144551538357994502e+00
3.558422460705498835e+00,6.912702798169123142e+00
7.420684110535667344e+00,1.185155309628223286e+01
2.358001370647196282e+00,5.731965415018858145e+00
9.910310331238876280e-01,6.800525129765443211e+00
1.643046479153261519e+00,5.700930664741359344e+00
7.929139035478657505e+00,1.138168236177837223e+01
1.137358679882800372e+00,7.259359857767017310e+00
1.358632085201941786e-01,6.063159310593556839e+00
3.897546787993767303e+00,8.640488773303705017e+00
-2.722489997335779677e-01,5.215499498958092950e+00
9.962819084879487974e+00,1.351916746663255608e+01
3.421573409815080069e+00,7.437659933634709120e+00
7.873973004770466133e+00,1.353588057726531702e+01
6.011593549053365848e+00,9.256854693180512683e+00
4.924048842137028537e+00,1.082805276831260244e+01
8.926353234952422611e+00,1.465804230535110975e+01
6.746161625403810369e+00,1.073321157229713307e+01
3.131916324083798386e+00,9.064265679834438316e+00
4.747826432223578585e+00,9.001283903213028736e+00
9.509677458464609323e-01,6.016768598703849058e+00
4.697489605314452144e-01,5.415986297929827664e+00
6.838891310987376571e+00,1.261634122492922216e+01
6.117934298524086323e+00,1.101459197174726690e+01
7.677621659444225699e+00,1.090622210430768746e+01
4.340500794899445403e+00,7.798886558820975701e+00
5.022920482576500589e+00,9.833978431722165681e+00
5.795116988480041975e+00,1.028204867739026795e+01
7.819008760758803689e+00,1.246549029971567357e+01
5.910247053165137210e+00,1.198679973473997684e+01
8.390335131800798152e+00,1.370724824483915860e+01
6.294848274687070422e+00,1.074693438247915367e+01
1.056375735572201435e+01,1.445560086783136455e+01
3.300953043674288878e+00,9.079351390123170162e+00
1.092890464631343228e+01,1.428197210550823826e+01
8.415160480265907239e+00,1.263274832562086480e+01
7.843438252268832400e+00,1.186219480476913901e+01
9.037827604837174178e-01,5.603755183027841369e+00
7.057112944016855849e+00,1.287844532758041716e+01
4.867062556867874257e+00,1.013286542608285679e+01
4.370023795734633509e+00,6.701518267416028962e+00
5.916915474782332041e+00,1.069272982065523436e+01
9.257186078804332752e+00,1.336105994713546252e+01
5.167143906654269259e+00,1.217978559796890181e+01
2.300905509897837042e+00,6.407547355745109030e+00
6.409882295972925803e+00,1.096690963801932206e+01
5.445838740557317870e+00,8.505375023146982016e+00
5.388755040052208400e+00,1.126982096520488774e+01
-4.020499245809258659e-03,5.087458805888025459e+00
2.366280873801083651e+00,7.211901586806640729e+00
8.010460978493414430e+00,1.112959833364568141e+01
1.078973685978500363e+01,1.450544418650463285e+01
7.380385060014261533e+00,1.165747709780572450e+01
4.755006077645179019e+00,8.811630940068178930e+00
8.355241884590460799e-01,5.706561818574684253e+00
1.808530551226074312e+00,7.715140973122180057e+00
-3.227970077106996349e-01,5.219383645117860127e+00
5.464185969993101466e+00,1.041377210975452350e+01
5.909508362566182615e-01,6.960435857632097267e+00
2.961316144153184116e+00,7.447550319477681313e+00
3.505150382709349532e+00,7.667886055054155214e+00
1.639722557075099729e+00,7.304819592468433598e+00
5.218685983901277581e+00,1.263958409515018033e+01
1.356663089289276591e+00,7.181884141072455208e+00
-1.029315038813979344e+00,5.604016272463314685e+00
3.614934412327862390e+00,9.599141203004979417e+00
7.916323991932942228e+00,1.492563708047016924e+01
8.603811243926129393e-02,8.566573498070249926e+00
9.032538496821290508e+00,1.323589418004533158e+01
8.281465864767193708e+00,1.466717556780721132e+01
7.193017896919592147e+00,1.189017295850888978e+01
5.041942300624047135e+00,8.788282693333734130e+00
3.668372484144191592e+00,8.913482881688587156e+00
4.829047130055097448e+00,8.986847231164219352e+00
5.455625457787536270e+00,1.118241134874280363e+01
8.440369901805439667e+00,1.233804160407119710e+01
4.289971718595065653e+00,1.041753675157265668e+01
3.900824098063587098e+00,8.058539055214762215e+00
7.920042456157664112e+00,1.387284561562266560e+01
4.678791813120131593e+00,9.569719134392563831e+00
4.316398929191947786e+00,8.154058030179864858e+00
9.475095519103867048e+00,1.465733681063712623e+01
4.979463926935754792e+00,1.025332312087371278e+01
2.261362926838582865e+00,7.985466553327599470e+00
3.063143141970320338e-01,6.122482165515057417e+00
5.520346968426736112e+00,9.880899912880929392e+00
1.016539021806848853e+00,6.876385535997593834e+00
8.209574470758703058e+00,1.198717675700093999e+01
5.547008268051426327e+00,1.120628058656378911e+01
1.634064563052293195e+00,5.121947035677857585e+00
5.402342941061667680e+00,1.005725977593507636e+01
5.639004485773871700e+00,1.010277619254003412e+01
1.734114557956615954e+00,6.562065686525873964e+00
1.864570699623067096e+00,7.265773253688204036e+00
3.280976713378339849e+00,8.006656591392925293e+00
1.923998078087820751e+00,5.803823422920007857e+00
3.469259562914809081e+00,9.735382593512214910e+00
7.939735324381826942e+00,1.253848557030124056e+01
2.327104748607676576e+00,8.182478984695165991e+00
5.529528435906102324e+00,9.951061057027846601e+00
1.015095819237379082e+01,1.491469361767496160e+01
7.205346797349698740e+00,1.172672462512910485e+01
6.591788832577844204e+00,1.258208994686597038e+01
2.728528097100475946e+00,8.105373553559093835e+00
4.289440079447963683e+00,8.138854770629695423e+00
1.572181365868421388e+00,5.826173191150720854e+00
4.673980132624347306e+00,9.548947450368567402e+00
1.581934090768266632e-02,-2.288578897113363375e+00
-9.477183751359591346e-01,-2.479979821918948169e+00
2.488871409116616418e-02,-2.807397570821214217e+00
7.626058134795303811e-01,-2.998343166615828004e+00
3.483911111286270845e+00,4.235336678921930442e-01
8.610033248168598163e+00,3.750705525905914328e+00
7.995415205875131548e+00,4.488638483236456977e+00
6.791538194623345959e+00,9.747371039435765994e-01
8.862961071687776027e+00,3.303426073513040961e+00
8.671274735434964853e+00,3.765408396956100745e+00
3.347284262513260167e+00,-1.644059447924461903e+00
2.512387609780132536e+00,-3.806952556750803573e+00
6.328318627305734800e+00,1.773217749159780254e+00
4.416812771273384008e+00,-6.270184707507731048e-02
1.814149892753925464e+00,-2.693621723859726202e+00
1.953780432871527362e+00,-2.725309883637887509e+00
8.754360115204745441e+00,2.681900790510295174e+00
8.002042185189793599e+00,3.043428125625094793e+00
9.246841533908725097e+00,3.177312341507812832e+00
8.718833744935853503e+00,3.893974464596341889e+00
5.929880293065551200e+00,1.944331553606865270e+00
2.801759014021333094e+00,-1.982184836732048261e+00
4.071314097606480331e+00,-1.288716292083028847e+00
-1.063525055911034745e+00,-4.540750203134878760e+00
3.427940534861643851e+00,-1.904556974259001834e+00
3.769101933314248143e+00,-1.782496978615286665e+00
2.724425365151033951e+00,-3.552802860575305921e+00
4.369242134916484943e+00,-7.931736734663052957e-01
8.074556624332659638e+00,3.863757178124320291e+00
3.113844855375873077e+00,1.188552732999933248e+00
4.268738206530701795e+00,-1.127141549578735358e+00
1.274680578172706413e+00,-2.635751631321166855e+00
3.626582420537001195e+00,-2.054103011025993020e+00
6.704931529921575040e-01,-4.269695976866718645e+00
9.206317468600321519e+00,3.540172879602165423e+00
1.083937837942750626e+01,3.967964423943218577e+00
9.469229715829310834e+00,4.809726434731178557e+00
7.471438094154960297e+00,2.595703739492686069e+00
8.371114796665400704e+00,3.467332671327060467e+00
7.250853930280753090e+00,2.664828871223821949e+00
8.656032970250917558e+00,3.492017476630374873e+00
8.423631197188212738e+00,4.179631780038350897e+00
3.100886630521326293e+00,4.541007812656427944e-01
6.175889905417163206e+00,7.892132235973878807e-01
2.807948887478574740e+00,-1.896222829349726524e+00
8.054295153016463260e+00,3.254051069395636375e+00
6.867600732209282022e+00,3.051756047143271644e+00
9.404068198283173530e+00,3.678045212392841989e+00
5.198448245551909430e+00,-6.498809269997565252e-01
3.856160112591674238e+00,-2.117956046021598482e-01
9.842732666273501962e+00,4.927149980235549620e+00
4.513404997387596040e+00,1.940775677030952551e-01
7.465279453756866523e+00,2.525663791228929256e+00
1.581585830368575474e+00,-4.836013841067274832e+00
7.547598927583928585e+00,3.980521953967349091e+00
6.867648367977380097e+00,1.183943649144451271e+00
9.273691559324657163e+00,4.414985345620138446e+00
4.914099274946135409e+00,-9.628900337220951400e-01
7.492373571788190745e+00,3.675953398798705862e-01
3.238612719602621537e-01,-4.182119622353387633e+00
3.098057849244366224e+00,-3.572972947819499367e+00
8.125527432438634179e+00,3.534178953392304479e+00
5.390917301931521521e+00,-2.724829067027023655e-01
2.143066846059690889e+00,-3.407330672254272663e+00
9.081928783563459007e+00,3.396739359109830048e+00
2.890941792696116508e+00,-1.848886246456919125e+00
8.369023097522195087e+00,4.047270300678642130e+00
3.560279336024345653e+00,-1.206955550840943303e+00
9.505166337380948960e+00,4.751249904771482235e+00
6.470881510434848494e+00,2.200900558505820115e+00
8.345009239954782387e+00,4.276025449059719818e+00
1.490542423477997591e+00,-1.639518986423467162e+00
4.909897565904000949e+00,-4.895218940744516800e-01
7.556367082357799525e+00,3.952096955388931576e+00
5.160258829070676789e+00,-3.950708959202051673e-01
-2.048048089275364969e-01,-3.494640375877338112e+00
1.574627502446851013e+00,-4.432665621707585046e+00
2.009800199730792158e+00,-3.698609439533688814e+00
4.071901634314860630e+00,-1.952130226064498153e+00
5.334149440502178763e+00,-7.735381180888829533e-01
7.853609447681506595e+00,4.101443737309162785e-01
1.128101280387613059e+01,4.813376029305276305e+00
1.629502935334238067e+00,-3.483536986103314970e+00
