6.621732313111610146e+00 -3.677729322694501590e+00 3.000000000000000000e+00
1.017952488987685555e+01 -8.027663994403436476e+00 1.000000000000000000e+00
7.473663254193942507e+00 -2.158486205261647140e+00 3.000000000000000000e+00
8.475552264492407062e+00 -3.757980397265970218e+00 3.000000000000000000e+00
-9.127480324826828806e+00 1.952765375699986539e+00 2.000000000000000000e+00
-7.696469815872864828e+00 1.220097091148508506e+00 2.000000000000000000e+00
-9.516072113105369823e+00 2.630472246783878365e+00 2.000000000000000000e+00
-8.004352393136670685e+00 6.476599374167603118e-01 2.000000000000000000e+00
8.204566007496129743e+00 -3.132505793381138659e+00 3.000000000000000000e+00
8.671792861023385868e+00 -7.562022382296627931e+00 1.000000000000000000e+00
7.398510619072546035e+00 8.687666739106225222e+00 0.000000000000000000e+00
9.191310619862932185e+00 -7.226029187595416126e+00 1.000000000000000000e+00
7.625575647007019953e+00 8.502777216920810233e+00 0.000000000000000000e+00
-8.232173487118418009e+00 5.218852947021572763e-01 2.000000000000000000e+00
7.459917115326112125e+00 -7.506109840897889462e+00 1.000000000000000000e+00
1.025878578079633563e+01 -5.997728979778951697e+00 1.000000000000000000e+00
9.237219193380985516e+00 -7.426026061649397825e+00 1.000000000000000000e+00
9.050559496673288962e+00 -7.540368805293123700e+00 1.000000000000000000e+00
-7.803306181953147735e+00 2.381261734829577925e+00 2.000000000000000000e+00
5.844724436578774274e+00 8.606491065340026836e+00 0.000000000000000000e+00
7.553346351612915122e+00 -1.469486155425132168e+00 3.000000000000000000e+00
-7.978739420335512200e+00 1.104323331465384861e+00 2.000000000000000000e+00
1.026937629311785827e+01 -8.686371843561213169e+00 1.000000000000000000e+00
-8.195268645235524119e+00 9.461800495219658824e-01 2.000000000000000000e+00
-7.366759062625044763e+00 2.656354458470548074e+00 2.000000000000000000e+00
-1.002225393494977368e+01 1.339838063927328626e+00 2.000000000000000000e+00
9.074547836969319548e+00 -6.304699306470362252e+00 1.000000000000000000e+00
6.673353648590758525e+00 7.583820290384813312e+00 0.000000000000000000e+00
8.950292999329899857e+00 -7.666592521141061489e+00 1.000000000000000000e+00
6.761742215790726540e+00 7.610719784858059000e+00 0.000000000000000000e+00
8.750413724470249122e+00 -3.440234548016530169e+00 3.000000000000000000e+00
8.902159189052422761e+00 -5.674412731065599402e+00 1.000000000000000000e+00
6.169985894399714788e+00 7.768473222277950896e+00 0.000000000000000000e+00
-6.362509322051232097e+00 1.429870552714970877e+00 2.000000000000000000e+00
4.528461626639485260e+00 9.435607742526983088e+00 0.000000000000000000e+00
1.095404132584994805e+01 -6.945052561197870844e+00 1.000000000000000000e+00
8.382014483184844877e+00 -2.029778154653712363e+00 3.000000000000000000e+00
9.924332758866350801e+00 -6.228183871673769190e+00 1.000000000000000000e+00
6.883209986625328902e+00 -3.802648173316069524e+00 3.000000000000000000e+00
5.041919947440229421e+00 6.896383617874265681e+00 0.000000000000000000e+00
7.423595402489989503e+00 8.010946086417664702e+00 0.000000000000000000e+00
7.339317560095775406e+00 -3.152649984941070738e+00 3.000000000000000000e+00
-9.212075914162614509e+00 1.166293442901225497e+00 2.000000000000000000e+00
8.954747457895182450e+00 -3.977296062476673555e+00 3.000000000000000000e+00
8.600122891082857990e+00 -7.395660480115034296e+00 1.000000000000000000e+00
1.027092060286725683e+01 -6.823272587394631827e+00 1.000000000000000000e+00
-9.268886487268703789e+00 1.843350274373812825e+00 2.000000000000000000e+00
7.335052260468415852e+00 8.001908293476040157e+00 0.000000000000000000e+00
1.011205811988180692e+01 -1.031127694761994285e+01 1.000000000000000000e+00
8.385771780893438887e+00 -1.867107621194616041e+00 3.000000000000000000e+00
1.084524180990631059e+01 -7.806075671729382215e+00 1.000000000000000000e+00
-9.403868689640248135e+00 -7.438126502692294917e-01 2.000000000000000000e+00
-8.298323682950771385e+00 5.000732205737351554e-01 2.000000000000000000e+00
8.864145260730714071e+00 9.151467211160593251e+00 0.000000000000000000e+00
7.967468031950875940e+00 7.748721176905635666e+00 0.000000000000000000e+00
8.897154580274824198e+00 -4.550100125174589394e+00 3.000000000000000000e+00
7.674723442257517902e+00 -3.486355399175476766e+00 3.000000000000000000e+00
7.910666274482611726e+00 8.298324198326424650e+00 0.000000000000000000e+00
1.001859200559218088e+01 -3.881991934363698160e+00 3.000000000000000000e+00
8.301698231904673264e+00 7.328327100233305913e+00 0.000000000000000000e+00
8.395614121420141629e+00 -3.903126014158040835e+00 3.000000000000000000e+00
9.334747868852861785e+00 -6.866426797247541458e+00 1.000000000000000000e+00
6.745995906548050591e+00 8.918475782553212383e+00 0.000000000000000000e+00
